X,Y,ObjectID,ID,Case_Number,Address,Occurred_Date,Occurred_Month,Occurred_Year,Crime_Type,Multiple_Shooting,Gender,Race,Ethnicity,Victim_Age,Victim_Age_Band
-77.585467212999959,43.162928119000071,1,b495a5eb9b56d2052eeab6a5e52ecf75,16-295732,"18 FOURTH ST, ROCHESTER, NY, 14609",2016-11-19T01:00:00.000Z,11,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.629117995999934,43.14322642500008,2,424f1e5dca93ada794bba3499d214abb,16-290863,"581 JEFFERSON AVE, ROCHESTER, NY, 14611",2016-11-13T01:00:00.000Z,11,2016,HOMICIDE,YES,MALE,BLACK,NON HISPANIC,32,25-44
-77.629117995999934,43.14322642500008,3,fb552242be5e23f6b7c95b7ed7f4d98a,16-290863,"581 JEFFERSON AVE, ROCHESTER, NY, 14611",2016-11-13T01:00:00.000Z,11,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,45,45-OLDER
-77.596957405999945,43.185086081000065,4,9066f3877cebf83ad87f3a5fc6cb5e5c,16-288632,"85 KOSCIUSKO ST, ROCHESTER, NY, 14621",2016-11-09T12:00:00.000Z,11,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,34,25-44
-77.647312631999966,43.139792572000033,5,24e4944d3c42553f5c05ea272cc68477,16-282715,"398 ABERDEEN ST, ROCHESTER, NY, 14619",2016-11-02T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,WHITE,HISPANIC,22,15-24
-77.652501928999982,43.159524081000029,6,548cdf72e3c99613155874b5c236a738,16-279346,"1160 JAY ST, ROCHESTER, NY, 14606",2016-10-30T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,34,25-44
-77.609282405999977,43.181070528000078,7,1d75f0e84e828904ba8fe7e47e11b1f2,16-279260,"55 PARDEE ST, ROCHESTER, NY, 14621",2016-10-29T22:00:00.000Z,10,2016,SHOOTING,YES,FEMALE,BLACK,NON HISPANIC,24,15-24
-77.609282405999977,43.181070528000078,8,7a543cc1b7834272fe68ceb7dc0750dc,16-279260,"55 PARDEE ST, ROCHESTER, NY, 14621",2016-10-29T22:00:00.000Z,10,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,26,25-44
-77.637756610999986,43.15088207000008,9,142f787d4ee5408af08ddcbbeab40b66,16-277470,"37 YORK ST, ROCHESTER, NY, 14611",2016-10-27T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,48,45-OLDER
-77.628818957999954,43.143233941000062,10,39977c9cf5b7d66bb836b9c84acfdf5e,16-276632,"584 JEFFERSON AVE, ROCHESTER, NY, 14608",2016-10-26T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,30,25-44
-77.571055237999985,43.171096116000058,11,23094d501389b1c6708d020768129934,16-275588,"833 BAY ST, ROCHESTER, NY, 14609",2016-10-25T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,15,15-24
-77.598981682999977,43.181395443000042,12,98e1af2bc381cf37281196fc17243ae9,16-272432,"898 HUDSON AVE, ROCHESTER, NY, 14621",2016-10-22T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.593919568999979,43.174546147000058,13,7111c16fdbd49313b0b72ac8cc1fd73f,16-271673,"176 LINCOLN ST, ROCHESTER, NY, 14605",2016-10-21T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.634796435999988,43.160127220000049,14,fe0f2f7f0d438602ef97ab8fe6447b18,16-270445,"233 ORCHARD ST, ROCHESTER, NY, 14611",2016-10-20T22:00:00.000Z,10,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,30,25-44
-77.608636012999966,43.176892558000077,15,98eb91031a97ff375e7dc6bb126a46da,16-269773,"24 BOSTON ST, ROCHESTER, NY, 14621",2016-10-19T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,29,25-44
-77.636667873999954,43.151527170000065,16,e3146ceafa13e3f655ea82f6303edd17,16-269017,"19 KENSINGTON ST, ROCHESTER, NY, 14611",2016-10-18T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,45,45-OLDER
-77.593674009999972,43.161626761000036,17,ff9a3369295c4d3b256cf3287c0ee3e4,16-267561,"146 WELD ST, ROCHESTER, NY, 14605",2016-10-16T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.640088522999974,43.16483153300004,18,2da8b2baff03d3ace4046e8400bf0ef2,16-265539,"470 LYELL AVE, ROCHESTER, NY, 14606",2016-10-14T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,WHITE,NON HISPANIC,39,25-44
-77.594173542999954,43.170893569000043,19,c205417232da2e3f3b35641c35f3a850,16-264051,"8 BAY ST, ROCHESTER, NY, 14605",2016-10-12T22:00:00.000Z,10,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.588356878999946,43.17538614700004,20,593615b5f2b7fa1ec0e7a2dd5f9e943a,16-259297,"1271 CLIFFORD AVE, ROCHESTER, NY, 14605",2016-10-08T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.639342579999948,43.146410941000056,21,2f3233609985494a9a6a082ea0a853f4,16-258191,"134 KENWOOD AVE, ROCHESTER, NY, 14611",2016-10-06T22:00:00.000Z,10,2016,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,21,15-24
-77.612599043999978,43.178398479000066,22,9e65be4f783f76c16aa3d91a03535578,16-257285,"29 KETCHUM ST, ROCHESTER, NY, 14621",2016-10-05T22:00:00.000Z,10,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,25,25-44
-77.587050285999965,43.171335027000055,23,8dfa9198cb3629e605b045e74d562eb0,16-256306,"19 SANDER ST, ROCHESTER, NY, 14605",2016-10-04T22:00:00.000Z,9,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,29,25-44
-77.586905941999987,43.171860227000025,24,4a9a59b05ca6b9d503fa798d0c3fe1d0,16-254665,"45 SANDER ST, ROCHESTER, NY, 14605",2016-10-02T22:00:00.000Z,9,2016,SHOOTING,NO,MALE,WHITE,HISPANIC,20,15-24
-77.632657128999938,43.134546828000055,25,72bc637e78f077897d0188966d5277bf,16-253258,"65 ELGIN ST, ROCHESTER, NY, 14611",2016-10-01T22:00:00.000Z,9,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.581133540999986,43.16758522300006,26,bb81cfd4614cb04cb46962a68bc0f1d8,16-247700,"16 SEVENTH ST, ROCHESTER, NY, 14609",2016-09-25T22:00:00.000Z,9,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,47,45-OLDER
-77.597235664999971,43.173923488000071,27,c5df3dd4ea4d5eee5e53b07c613e59fa,16-247712,"34 MARK ST, ROCHESTER, NY, 14605",2016-09-25T22:00:00.000Z,9,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,30,25-44
-77.662911633999954,43.162119881000081,28,30631a5be5be6716f42476a15c2092b0,16-246372,"84 DODGE ST, ROCHESTER, NY, 14606",2016-09-24T22:00:00.000Z,9,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,52,45-OLDER
-77.584182707999958,43.168775132000064,29,0de809ad2b1f19cdb38185da8d88f3e4,16-242712,"404 CENTRAL PARK, ROCHESTER, NY, 14605",2016-09-20T22:00:00.000Z,9,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,34,25-44
-77.613589949999948,43.183934369000042,30,32262324e2618daa30589b44f3d5baca,16-240753,"1324 N CLINTON AVE, ROCHESTER, NY, 14621",2016-09-18T22:00:00.000Z,9,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.613549958999954,43.182664789000057,31,0195e1b913b2a06e5e60ce81616f77ae,16-238630,"1264 N CLINTON AVE, ROCHESTER, NY, 14621",2016-09-16T22:00:00.000Z,9,2016,SHOOTING,YES,FEMALE,WHITE,NON HISPANIC,23,15-24
-77.613549958999954,43.182664789000057,32,511566a9987ba508504611400fe17081,16-238630,"1264 N CLINTON AVE, ROCHESTER, NY, 14621",2016-09-16T22:00:00.000Z,9,2016,HOMICIDE,YES,MALE,BLACK,NON HISPANIC,33,25-44
-77.629307584999935,43.143094346000055,33,0232baa086bcf3a04c42fbde223bf2de,16-230555,"595 JEFFERSON AVE, ROCHESTER, NY, 14611",2016-09-07T22:00:00.000Z,9,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,54,45-OLDER
-77.628818448999937,43.143655135000074,34,88f3090b74c8b72108b570aaafb3ee32,16-227704,"560 JEFFERSON AVE, ROCHESTER, NY, 14608",2016-09-04T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,42,25-44
-77.626776860999939,43.164989109000032,35,2f590eaac110faaf6f1a7f2c8b554c25,16-222942,"707 N PLYMOUTH AVE, ROCHESTER, NY, 14608",2016-08-31T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,WHITE,NON HISPANIC,31,25-44
-77.62870806899997,43.154072921000079,36,46e378480a0045dd576ae655403b3894,16-222765,"60 JEFFERSON AVE, ROCHESTER, NY, 14611",2016-08-30T22:00:00.000Z,8,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,23,15-24
-77.57351549699996,43.171430204000046,37,83761f5f89d15f8707a4d1bbe87f1562,16-222761,"742 BAY ST, ROCHESTER, NY, 14609",2016-08-30T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,18,15-24
-77.62870806899997,43.154072921000079,38,e376a438c7474e82e7b8c71d86aeb1f3,16-222765,"60 JEFFERSON AVE, ROCHESTER, NY, 14611",2016-08-30T22:00:00.000Z,8,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,22,15-24
-77.616357837999942,43.160612829000058,39,204b7385af17ec34a85eab5f36776116,16-220852,"208 MILL ST, ROCHESTER, NY, 14614",2016-08-29T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,18,15-24
-77.570859363999944,43.160664281000038,40,9bdb9dc535b7593fa21e057e8df671e7,16-219400,"6 SIDNEY ST, ROCHESTER, NY, 14609",2016-08-27T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.634040264999953,43.166634259000034,41,6101d7b4ec052431dfd85cac23abca81,16-217898,"111 DEWEY AVE, ROCHESTER, NY, 14608",2016-08-26T22:00:00.000Z,8,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,19,15-24
-77.634040264999953,43.166634259000034,42,96f2d813ed97ed714d7110e89c1589e0,16-217898,"111 DEWEY AVE, ROCHESTER, NY, 14608",2016-08-26T22:00:00.000Z,8,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,18,15-24
-77.650993512999946,43.145222903000047,43,0ae61650b63a21b79822cfee05e16698,16-215480,"547 CHILI AVE, ROCHESTER, NY, 14619",2016-08-23T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,27,25-44
-77.627607911999974,43.146039839000025,44,dc7a4b94f45268c8e8578e0a12af3145,16-213999,"118 CADY ST, ROCHESTER, NY, 14608",2016-08-21T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,WHITE,NON HISPANIC,55,45-OLDER
-77.637527374999934,43.167695649000052,45,5d617ea6c53b454ca68af6cbc4d1577e,16-212314,"162 SHERMAN ST, ROCHESTER, NY, 14606",2016-08-20T22:00:00.000Z,8,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.622892904999958,43.142649912000024,46,4d38158ae4dd5c161ad652aa224751b4,16-212097,"57 BARTLETT ST, ROCHESTER, NY, 14608",2016-08-19T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,31,25-44
-77.602267448999953,43.178415260000065,47,89794440ca274103359202c105a8959f,16-209442,"291 WILKINS ST, ROCHESTER, NY, 14621",2016-08-17T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.613664581999956,43.172203169000056,48,52b5719952d2ae5d3f939ade172b43d1,16-208775,"14 SIEBERT PL, ROCHESTER, NY, 14605",2016-08-16T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,WHITE,HISPANIC,24,15-24
-77.569366140999989,43.166532729000039,49,456ac6e7c312cd805cf24fd7dbbfa7c0,16-208301,"293 MELVILLE ST, ROCHESTER, NY, 14609",2016-08-15T22:00:00.000Z,8,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.579875697999967,43.17532804800004,50,4c7307694a5c6998abc5320e6c684b7c,16-207206,"47 GARNET ST, ROCHESTER, NY, 14609",2016-08-14T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.632012019999934,43.160080463000043,51,af4392b21b5972267334e59cbf8ec7fd,16-206741,"290 SAXTON ST, ROCHESTER, NY, 14606",2016-08-14T22:00:00.000Z,8,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,27,25-44
-77.632012019999934,43.160080463000043,52,c982e843c77345846cf63b378f9c2554,16-206741,"290 SAXTON ST, ROCHESTER, NY, 14606",2016-08-14T22:00:00.000Z,8,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,33,25-44
-77.643750251999961,43.15632615700008,53,ebed335908c8913f4f4c590c8a4672ce,16-202525,"304 AMES ST, ROCHESTER, NY, 14611",2016-08-10T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.592191996999986,43.181534217000035,54,f28c138d90f7770d56609be51cb71a39,16-202364,"245 ROYCROFT DR, ROCHESTER, NY, 14621",2016-08-10T22:00:00.000Z,8,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,30,25-44
-77.618511189999936,43.186559010000053,55,43b8162228278de83b40236a67e421eb,16-195701,"200 NORTON ST, ROCHESTER, NY, 14621",2016-08-03T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.639651422999975,43.137783087000059,56,cc90d7152fd34d1258879504ba7da9e8,16-194539,"118 ROSLYN ST, ROCHESTER, NY, 14619",2016-08-02T22:00:00.000Z,7,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,46,45-OLDER
-77.611959987999967,43.172050198000079,57,9c5333eebe0af29cd3b9d1ed83df8e33,16-194409,"742 N CLINTON AVE, ROCHESTER, NY, 14605",2016-08-01T22:00:00.000Z,7,2016,SHOOTING,YES,MALE,WHITE,HISPANIC,22,15-24
-77.611959987999967,43.172050198000079,58,c03eda254700f0f6dce96d043fce025b,16-194409,"742 N CLINTON AVE, ROCHESTER, NY, 14605",2016-08-01T22:00:00.000Z,7,2016,SHOOTING,YES,MALE,WHITE,HISPANIC,33,25-44
-77.60082171099998,43.183901337000066,59,22c5f73e9e904de0c52026af4e3af653,16-191531,"349 WEAVER ST, ROCHESTER, NY, 14621",2016-07-30T22:00:00.000Z,7,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.634139078999965,43.173745397000062,60,eadca692219f13f334c222b3dba83fd8,16-192402,"170 EMERSON ST, ROCHESTER, NY, 14613",2016-07-30T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,18,15-24
-77.58902182099996,43.160541052000042,61,4604688bd6409ffe83ab12f6cb9ca6d0,16-189818,"875 E MAIN ST, ROCHESTER, NY, 14607",2016-07-28T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.568044318999966,43.176807822000058,62,ba147e215989cf3d65e69487e41d0a7d,16-187680,"31 LYCEUM ST, ROCHESTER, NY, 14609",2016-07-26T22:00:00.000Z,7,2016,HOMICIDE,NO,MALE,WHITE,NON HISPANIC,27,25-44
-77.627466099999936,43.151624129000027,63,2dba28d4560ee883665b46822fee4011,16-180732,"5 LAPEY PL, ROCHESTER, NY, 14608",2016-07-18T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.633838312999956,43.141020794000042,64,ff6b74687281393d253cdb280f0fb77d,16-180111,"448 HAWLEY ST, ROCHESTER, NY, 14611",2016-07-18T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,25,25-44
-77.60393163699996,43.144199345000061,65,eb431e2e6f6a63f38d3122c443ad9279,16-178912,"260 AVERILL AVE, ROCHESTER, NY, 14620",2016-07-17T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,16,15-24
-77.613590104999957,43.183956351000063,66,c61d463d375eb6444cf6ffc2f26fc3d9,16-178767,"1326 N CLINTON AVE, ROCHESTER, NY, 14621",2016-07-16T22:00:00.000Z,7,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.61277642899995,43.174606144000052,67,eab3555b27e84fea8bd24e3f2096a376,16-177831,"886 N CLINTON AVE, ROCHESTER, NY, 14605",2016-07-15T22:00:00.000Z,7,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.598662945999934,43.180299067000078,68,07dfef352650f5adba8dfffb638a1607,16-171079,"850 HUDSON AVE, ROCHESTER, NY, 14621",2016-07-09T22:00:00.000Z,7,2016,SHOOTING,YES,FEMALE,BLACK,NON HISPANIC,26,25-44
-77.607360293999989,43.181174747000057,69,0be70ecdf1c65f9d4deb0266cbbb0931,16-171999,"2 LUDWIG PARK, ROCHESTER, NY, 14621",2016-07-09T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,44,25-44
-77.598662945999934,43.180299067000078,70,225cfbe71cdc528a50cbe6ca35e8d541,16-171079,"850 HUDSON AVE, ROCHESTER, NY, 14621",2016-07-09T22:00:00.000Z,7,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,27,25-44
-77.574459191999949,43.166952800000047,71,dc08337da2f6eb0e494effe08686b6e9,16-171912,"69 HAZELWOOD TER, ROCHESTER, NY, 14609",2016-07-09T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.616976312999952,43.177970063000032,72,c19223d2863f3a0e5000cbc92d045658,16-169683,"278 AVENUE A, ROCHESTER, NY, 14621",2016-07-07T22:00:00.000Z,7,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,25,25-44
-77.61304833,43.173462216000075,73,48453cb533ba08b26e60116c2c663b4b,16-167821,"819 N CLINTON AVE, ROCHESTER, NY, 14605",2016-07-06T22:00:00.000Z,7,2016,SHOOTING,YES,MALE,WHITE,HISPANIC,32,25-44
-77.61304833,43.173462216000075,74,ddfa4cf12d12172f85fb63d6c55e8a40,16-167821,"819 N CLINTON AVE, ROCHESTER, NY, 14605",2016-07-06T22:00:00.000Z,7,2016,SHOOTING,YES,MALE,WHITE,HISPANIC,30,25-44
-77.626188677999949,43.158161844000063,75,453e47e1ed510a608fbe1c4e17981f81,16-165407,"593 W BROAD ST, ROCHESTER, NY, 14608",2016-07-03T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.641560894999941,43.191058420000047,76,3c767c5b1ba02dfe336b8ed47857c9b1,16-163386,"264 ELECTRIC AVE, ROCHESTER, NY, 14613",2016-07-01T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.60082171099998,43.183901337000066,77,5846d1e7f33da51a188980babd7f658b,16-163113,"349 WEAVER ST, ROCHESTER, NY, 14621",2016-07-01T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,35,25-44
-77.639724066999975,43.197791972000061,78,a4c1d75de3a84da8d299397264078a12,16-162514,"27 RAND ST, ROCHESTER, NY, 14615",2016-06-30T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,33,25-44
-77.643146787999967,43.157570775000067,79,9465666dde68f35f2333ac77cc9f034f,16-160789,"550 CAMPBELL ST, ROCHESTER, NY, 14611",2016-06-29T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.581074797999975,43.167749987000036,80,f7d47f6bcec4b330f07efa19554177ab,16-160401,"22 SEVENTH ST, ROCHESTER, NY, 14609",2016-06-28T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.620620577999944,43.182105184000079,81,75b212138f3cd6ed11095e8a721256d9,16-158586,"158 MALLING DR, ROCHESTER, NY, 14621",2016-06-27T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.647080784999957,43.158034017000034,82,03d5388dece96eecbc1a5421c10acdec,16-156538,"385 HAGUE ST, ROCHESTER, NY, 14611",2016-06-25T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,WHITE,HISPANIC,28,25-44
-77.615338676999954,43.182749388000047,83,19aecd7a2ce874c842fe9d5fa4ef4beb,16-156180,"31 MAZDA TER, ROCHESTER, NY, 14621",2016-06-24T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.647065794999946,43.158237369000062,84,4b4fc03079c14f20adbf50fd9ba5af32,16-154588,"395 HAGUE ST, ROCHESTER, NY, 14611",2016-06-23T22:00:00.000Z,6,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,23,15-24
-77.647065794999946,43.158237369000062,85,658b1a0691c335d833408f59acaf642b,16-154588,"395 HAGUE ST, ROCHESTER, NY, 14611",2016-06-23T22:00:00.000Z,6,2016,SHOOTING,YES,MALE,WHITE,HISPANIC,16,15-24
-77.629149108999968,43.141011867000032,86,3f8eb1982c217ed370c305410acd1b09,16-154377,"691 JEFFERSON AVE, ROCHESTER, NY, 14611",2016-06-22T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.612864632999958,43.190116458000034,87,a56902b7462ab7212a44e052de6b3c03,16-153646,"1624 N CLINTON AVE, ROCHESTER, NY, 14621",2016-06-22T22:00:00.000Z,6,2016,SHOOTING,NO,FEMALE,WHITE,HISPANIC,52,45-OLDER
-77.639351807999958,43.168834172000061,88,e19d851594b92d72aaaa0d19675e62a5,16-152585,"15 OTIS ST, ROCHESTER, NY, 14606",2016-06-21T22:00:00.000Z,6,2016,HOMICIDE,NO,MALE,WHITE,HISPANIC,38,25-44
-77.638745465999989,43.168608887000062,89,a401e1c92fd1e227ef5315d57e954960,16-151348,"223 SHERMAN ST, ROCHESTER, NY, 14606",2016-06-20T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,34,25-44
-77.610113529999978,43.157024048000039,90,333472eb9ccd4e0637d087d861f4d52f,16-147328,"120 E MAIN ST, ROCHESTER, NY, 14604",2016-06-16T22:00:00.000Z,6,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.61277642899995,43.174606144000052,91,e78c71deaf16b81074e1ff2dac94da58,16-143588,"886 N CLINTON AVE, ROCHESTER, NY, 14605",2016-06-12T22:00:00.000Z,6,2016,SHOOTING,NO,MALE,WHITE,HISPANIC,26,25-44
-77.607197295999981,43.181497952000029,92,dddd512159548fdef14a7be04ae09b08,16-142196,"25 JOSEPH PL, ROCHESTER, NY, 14621",2016-06-11T22:00:00.000Z,6,2016,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,22,15-24
-77.640432430999965,43.173548378000078,93,de1cc5b6444ef9a81ff8db05c8855290,16-139636,"475 SHERMAN ST, ROCHESTER, NY, 14606",2016-06-08T22:00:00.000Z,6,2016,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,41,25-44
-77.592388240999981,43.170792808000044,94,7b377b5d43d697ea79d50991fcea0406,16-135612,"74 BAY ST, ROCHESTER, NY, 14605",2016-06-04T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,WHITE,HISPANIC,40,25-44
-77.613029391999987,43.177109373000064,95,84753d14b9926db17e6b07aa6ca64be0,16-135115,"1000 N CLINTON AVE, ROCHESTER, NY, 14621",2016-06-04T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,WHITE,HISPANIC,31,25-44
-77.577662186999987,43.174502691000043,96,1409ba2134652a961e4e682c7f730fe6,16-134383,"156 KELLER ST, ROCHESTER, NY, 14609",2016-06-03T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.622246840999935,43.150653653000063,97,178c00fa4b043ab46975f3f96ef5dc8d,16-134336,"54 WAVERLY PL, ROCHESTER, NY, 14608",2016-06-03T22:00:00.000Z,5,2016,SHOOTING,YES,FEMALE,WHITE,HISPANIC,20,15-24
-77.622246840999935,43.150653653000063,98,e627ea02aeda976e546b589ae44ce79f,16-134336,"54 WAVERLY PL, ROCHESTER, NY, 14608",2016-06-03T22:00:00.000Z,5,2016,SHOOTING,YES,MALE,BLACK,NON HISPANIC,23,15-24
-77.591383909999934,43.18362589700007,99,1d9b744122e9c40dd9f34470275ec83d,16-129338,"380 CARTER ST, ROCHESTER, NY, 14621",2016-05-29T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.63781150899996,43.200286563000077,100,14d8274d48d97cae925cab2c807993c6,16-125296,"414 W RIDGE RD, ROCHESTER, NY, 14615",2016-05-26T22:00:00.000Z,5,2016,HOMICIDE,NO,MALE,WHITE,NON HISPANIC,63,45-OLDER
-77.581055102999983,43.16740890300008,101,26d0879c7a33041f7962590e8ff8e5f2,16-123913,"44 SHORT ST, ROCHESTER, NY, 14609",2016-05-24T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,34,25-44
-77.594411081999965,43.181168132000039,102,023c3b0c8243362add655d4cc5d6ba0c,16-122696,"1052 AVENUE D, ROCHESTER, NY, 14621",2016-05-23T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,29,25-44
-77.635210151999956,43.14395991400005,103,749abee03fd583a480cf4bf7a0b07ecc,16-122683,"590 FROST AVE, ROCHESTER, NY, 14611",2016-05-23T22:00:00.000Z,5,2016,HOMICIDE,NO,FEMALE,BLACK,NON HISPANIC,35,25-44
-77.635214889999986,43.145340798000063,104,4ee7b8dd4d72ce07e39278905e363ef6,16-120763,"200 GENESEE ST, ROCHESTER, NY, 14611",2016-05-21T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.571511037999983,43.171040589000029,105,be46a8d3e11732ef5820fbe2616bad26,16-120237,"48 BOCK ST, ROCHESTER, NY, 14609",2016-05-21T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,WHITE,HISPANIC,36,25-44
-77.591701226999987,43.175241361000076,106,feb2df82ae26f0fb31dda201bf1db38f,16-121130,"515 PORTLAND AVE, ROCHESTER, NY, 14605",2016-05-21T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,29,25-44
-77.640113509999935,43.181143387000077,107,265a538e5aa6326c516847062df93d93,16-118987,"374 DRIVING PARK AVE, ROCHESTER, NY, 14613",2016-05-19T22:00:00.000Z,5,2016,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
